RUN_ID,SWEEP_RUN_ID,ORIG_RUN_ID,tq_scale,shift_delta,mass_scale,actual_0_100,RUN_ID,dRAD,A_front,HM_VA,AWD,iAG,m_curb,Achsabstand,h_s,Gewichtsverteilung,MainAxle_TorqueSplit_int,Hybrid_BFM_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,Displacement_cc,Induction_Type,Boost_Pressure_bar,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit
11,11,4,1.1,-0.2,1,5.7,4,0.716,3.179913,1,1,3.73,1735,2.818,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.05,1995,Turbo,0,0,0,0,0,0,1000,6500,88,440,226.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
12,12,4,1.1,-0.3,1,5.7,4,0.716,3.179913,1,1,3.73,1735,2.818,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.05,1995,Turbo,0,0,0,0,0,0,1000,6500,88,440,226.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
13,13,4,1.15,0,1,5.7,4,0.716,3.179913,1,1,3.73,1735,2.818,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.06,1995,Turbo,0,0,0,0,0,0,1000,6500,92,460,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
14,14,4,1.15,-0.1,1,5.7,4,0.716,3.179913,1,1,3.73,1735,2.818,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.05,1995,Turbo,0,0,0,0,0,0,1000,6500,92,460,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
15,15,4,1.15,-0.2,1,5.7,4,0.716,3.179913,1,1,3.73,1735,2.818,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.05,1995,Turbo,0,0,0,0,0,0,1000,6500,92,460,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
16,16,4,1.15,-0.3,1,5.7,4,0.716,3.179913,1,1,3.73,1735,2.818,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.05,1995,Turbo,0,0,0,0,0,0,1000,6500,92,460,236.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
17,17,250,1,0,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.06,1781,,0,0,0,0,0,0,1000,6500,42,210,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
18,18,250,1,-0.1,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,42,210,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
19,19,250,1,-0.2,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,42,210,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
20,20,250,1,-0.3,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,42,210,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
21,21,250,1.05,0,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.06,1781,,0,0,0,0,0,0,1000,6500,44.1,220.5,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
22,22,250,1.05,-0.1,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,44.1,220.5,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
23,23,250,1.05,-0.2,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,44.1,220.5,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
24,24,250,1.05,-0.3,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,44.1,220.5,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
25,25,250,1.1,0,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.06,1781,,0,0,0,0,0,0,1000,6500,46.2,231,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
26,26,250,1.1,-0.1,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,46.2,231,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
27,27,250,1.1,-0.2,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,46.2,231,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
28,28,250,1.1,-0.3,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,46.2,231,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
29,29,250,1.15,0,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.06,1781,,0,0,0,0,0,0,1000,6500,48.3,241.5,126.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
30,30,250,1.15,-0.1,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,48.3,241.5,126.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
31,31,250,1.15,-0.2,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,48.3,241.5,126.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
32,32,250,1.15,-0.3,1,6.9,250,0.6319,2.62812,1,0,6,1470,2.76,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.4, 1.43, 0.98, 0.76, 0.55, 0.4]",6,0.05,1781,,0,0,0,0,0,0,1000,6500,48.3,241.5,126.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
33,33,285,1,0,1,5.6,285,0.7031,2.864985,1,1,3.09,1995,2.998,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.06,2995,Turbo,0,0,0,0,0,0,1000,6500,100,500,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
34,34,285,1,-0.1,1,5.6,285,0.7031,2.864985,1,1,3.09,1995,2.998,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.05,2995,Turbo,0,0,0,0,0,0,1000,6500,100,500,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
35,35,285,1,-0.2,1,5.6,285,0.7031,2.864985,1,1,3.09,1995,2.998,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.05,2995,Turbo,0,0,0,0,0,0,1000,6500,100,500,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
36,36,285,1,-0.3,1,5.6,285,0.7031,2.864985,1,1,3.09,1995,2.998,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.05,2995,Turbo,0,0,0,0,0,0,1000,6500,100,500,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
37,37,285,1.05,0,1,5.6,285,0.7031,2.864985,1,1,3.09,1995,2.998,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.06,2995,Turbo,0,0,0,0,0,0,1000,6500,105,525,262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
38,38,285,1.05,-0.1,1,5.6,285,0.7031,2.864985,1,1,3.09,1995,2.998,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.05,2995,Turbo,0,0,0,0,0,0,1000,6500,105,525,262.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
