RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,Gear_Ratio,No_Gears,shiftDelay,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW
3944,0.5961,2.426121,1,0,3.87,1303,2.55,"[3.36, 2.05, 1.32, 0.97, 0.76]",5,0.6,1000,6500,33,165,85
3945,0.5961,2.43036,1,0,3.72,1395,2.562,"[3.58, 1.95, 1.27, 0.97, 0.82]",5,0.6,1000,6500,34.8,174,90
3946,0.6319,2.599614,1,0,3.09,1569,2.646,"[3.38, 1.95, 0.13, 0.87, 0.65, 0.54]",6,0.6,1000,6500,50,250,112
3947,0.6319,2.599614,1,0,3.09,1485,2.646,"[3.73, 2.05, 1.36, 1.03, 0.82, 0.69]",6,0.6,1000,6500,48,240,132
3948,0.6319,2.599614,1,1,3.09,1625,2.646,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",6,0.6,1000,6500,60,300,132
3949,0.6319,2.599614,1,1,3.09,1643,2.646,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",8,1.2,1000,6500,70,350,180
3950,0.6345,2.57004,1,0,4.06,1374,2.64,"[3.58, 2.04, 1.41, 1.11, 0.88]",5,0.6,1000,6500,30,150,74
3951,0.6345,2.57004,1,0,4.07,1374,2.64,"[3.42, 2.14, 1.48, 1.11, 0.85]",5,0.6,1000,6500,33,165,92
3952,0.6345,2.57004,1,0,4.07,1381,2.64,"[3.42, 2.14, 1.48, 1.11, 0.85]",5,0.6,1000,6500,33,165,92
3953,0.6345,2.57004,1,0,4.07,1459,2.64,"[3.42, 2.14, 1.45, 1.03, 0.81]",5,0.6,1000,6500,37,185,107
3954,0.6345,2.57889,1,0,4.07,1479,2.64,"[3.67, 2.14, 1.45, 1.03, 0.81]",5,0.6,1000,6500,37,185,107
3955,0.615,2.514708,1,0,4.45,1534,2.664,"[3.38, 1.9, 1.19, 0.87, 0.7]",5,0.6,1000,6500,34,170,93
3956,0.615,2.514708,1,0,3.77,1496,2.664,"[3.38, 1.91, 1.19, 0.87, 0.7]",5,0.8,1000,6500,44,220,103
3957,0.6345,2.514708,1,0,4,1522,2.664,"[3.07, 1.77, 1.19, 0.87, 0.7]",5,0.6,1000,6500,54,270,142
3958,0.6345,2.514708,1,0,4,1553,2.664,"[3.07, 1.77, 1.19, 0.87, 0.7]",5,1,1000,6500,41.2,206,106
3959,0.6859,2.9016,1,1,4.25,1714,2.76,"[3.38, 1.91, 1.19, 0.87, 0.7]",5,0.6,1000,6500,57,285,147
3960,0.6859,2.9016,1,0,4.25,1609,2.755,"[3.38, 1.91, 1.19, 0.87, 0.7]",5,0.6,1000,6500,48,240,132
3961,0.6859,2.9016,1,0,4,1483,2.755,"[3.38, 1.91, 1.19, 0.87, 0.7]",5,1.2,1000,6500,44,220,103
3962,0.6345,2.684352,1,0,4,1609,2.755,"[3.38, 1.91, 1.19, 0.87, 0.7]",5,0.6,1000,6500,57,285,147
3963,0.6319,2.878967,1,0,4,1673,2.816,"[3.38, 1.91, 1.27, 0.95, 0.78, 0.65]",6,0.6,1000,6500,60,300,147
3964,0.6319,2.878967,1,0,4,1801,2.816,"[3.38, 1.91, 1.27, 0.95, 0.78, 0.65]",6,0.6,1000,6500,68,340,170
3965,0.6475,2.5375,0,0,3.54,1692,2.77,"[3.54, 2.05, 1.38, 1.0, 0.75]",5,1.2,1000,6500,52,260,132
3966,0.6859,2.90532,1,1,4.25,1735,2.763,"[3.38, 1.91, 1.19, 0.87, 0.7]",5,0.6,1000,6500,64,320,154
3967,0.6859,2.985044,1,1,3.75,1844,2.815,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",6,0.8,1000,6500,64,320,175
3968,0.6859,2.985044,1,0,3.75,1820,2.815,"[5.25, 3.03, 1.95, 1.15, 1.22, 1.0, 0.81, 0.67]",8,0.35,1000,6500,70,350,180
3969,0.6859,2.985044,1,1,3.09,1948,2.815,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",6,0.6,1000,6500,88,440,224
3970,0.6859,3.75088,1,0,4.93,1999,3,"[3.78, 2.06, 1.35, 1.03, 0.84]",5,1.2,1000,6500,34,170,85
3971,0.6859,3.720416,1,0,4.52,2299,3,"[4.04, 2.37, 1.56, 1.16, 0.85, 0.67]",6,0.8,1000,6500,63,315,173
3972,0.6006,3.11202,1,0,4.27,1140,2.6,"[3.45, 2.1, 1.45, 1.1, 0.85]",5,1.2,1000,6500,23.2,116,44
3973,0.6006,3.11202,1,0,4.25,1185,2.6,"[3.46, 1.94, 1.37, 1.03, 0.85]",5,1.2,1000,6500,25,125,55
3974,0.5782,2.3124,1,0,3.7,851,2.4,"[3.45, 1.94, 1.37, 0.97]",4,0.6,1000,6500,28,140,81
3975,0.5752,2.2878,1,0,3.67,855,2.4,"[3.46, 2.12, 1.44, 1.13, 0.89]",5,1.2,1000,6500,28.4,142,70
3976,0.5752,2.355975,1,0,3.38,855,2.475,"[3.46, 1.96, 1.25, 0.89, 0.74]",5,1.2,1000,6500,19.4,97,40
3977,0.5752,2.355975,1,0,3.94,888,2.475,"[3.46, 1.94, 1.29, 0.91, 0.75]",5,1.2,1000,6500,23.6,118,51
3978,0.5752,2.355975,1,0,3.94,960,2.475,"[3.46, 1.94, 1.29, 0.91, 0.75]",5,1.2,1000,6500,22,110,44
3979,0.5776,2.373,1,0,3.94,1232,2.475,"[3.46, 1.94, 1.37, 1.03, 0.85]",5,0.8,1000,6500,28,140,74
3980,0.5776,2.373,1,0,3.67,1230,2.475,"[3.45, 1.96, 1.25, 0.89, 0.74]",5,1.2,1000,6500,28,140,55
3981,0.5776,2.373,1,0,3.67,1260,2.475,"[3.45, 1.94, 1.37, 1.03, 0.85]",5,1,1000,6500,29,145,66
3982,0.5752,2.373,1,0,3.67,1280,2.475,"[3.45, 1.94, 1.37, 0.97, 0.8]",5,0.8,1000,6500,33.2,166,85
3983,0.5752,2.373,1,0,3.67,1015,2.4,"[3.46, 1.94, 1.44, 1.13, 0.89]",5,1,1000,6500,28.4,142,72
3984,0.5752,2.415375,1,0,3.94,1090,2.475,"[3.45, 1.94, 1.29, 0.94, 0.75]",5,1,1000,6500,27,135,55
3985,0.5776,2.415375,1,0,4.43,1110,2.475,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,28,140,55
3986,0.5752,2.42385,1,0,3.94,1190,2.475,"[3.46, 1.94, 1.37, 1.03, 0.85]",5,1,1000,6500,28,140,74
3987,0.5752,2.42385,1,0,3.67,1190,2.475,"[3.45, 1.94, 1.29, 0.91, 0.75]",5,1.2,1000,6500,28,140,55
3988,0.5776,2.415375,1,0,3.94,1230,2.472,"[3.46, 1.94, 1.37, 1.03, 0.85]",5,0.8,1000,6500,28,140,74
3989,0.5776,2.415375,1,0,3.67,1232,2.472,"[3.45, 1.94, 1.29, 0.91, 0.75]",5,1.2,1000,6500,28,140,55
3990,0.5776,2.415375,1,0,3.67,1230,2.472,"[3.45, 1.94, 1.37, 1.03, 0.85]",5,1,1000,6500,29,145,66
3991,0.5776,2.496665,1,0,4.25,1151,2.511,"[3.46, 1.94, 1.37, 1.03, 0.85]",5,0.6,1000,6500,29,145,74
3992,0.6345,2.50534,1,0,4.36,1127,2.511,"[3.46, 1.96, 1.28, 0.98, 0.78]",5,0.6,1000,6500,31,155,81
3993,0.5776,2.42385,1,0,3.94,1160,2.475,"[3.45, 1.94, 1.29, 0.97, 0.81]",5,0.6,1000,6500,23.2,116,44
3994,0.5776,2.42385,1,0,5.43,1190,2.475,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,28,140,74
3995,0.5776,2.42385,1,0,4.43,1190,2.475,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,28,140,55
3996,0.6319,2.92152,1,0,4.06,1394,2.578,"[3.62, 1.96, 1.28, 0.97, 0.08, 0.65]",6,0.6,1000,6300,35,175,77
3997,0.6319,2.92152,1,0,4.06,1437,2.578,"[3.62, 1.96, 1.28, 0.97, 0.08, 0.65]",6,0.6,1000,6300,40,200,90
3998,0.6319,2.92152,1,0,3.65,1457,2.578,"[3.78, 2.27, 1.65, 1.27, 1.03, 0.87]",6,0.6,1000,6300,44,220,103
3999,0.6319,2.932176,1,0,4.53,1308,2.578,"[3.77, 2.1, 1.43, 1.08, 0.9]",5,0.8,1000,6300,29.6,148,75
4000,0.6345,2.576475,1,0,4.47,1189,2.515,"[3.45, 1.94, 1.29, 0.97, 0.81]",5,1.2,1000,6500,25.2,126,55
4001,0.6345,2.851339,1,0,4.06,1356,2.578,"[3.62, 1.96, 1.28, 0.97, 0.08, 0.65]",6,0.6,1000,6300,35,175,77
4002,0.6345,2.851339,1,0,4.06,1364,2.578,"[3.62, 1.96, 1.28, 0.97, 0.08, 0.65]",6,0.6,1000,6300,35,175,77
4003,0.6345,2.851339,1,0,4.53,1293,2.578,"[3.77, 2.1, 1.39, 1.03, 0.81]",5,1.2,1000,6300,25.2,126,55
4004,0.6345,2.535786,1,0,4.06,1416,2.578,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6300,35,175,77
4005,0.6345,2.535786,1,0,4.06,1421,2.578,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6300,35,175,77
4006,0.6345,2.535786,1,0,3.65,1456,2.578,"[3.78, 2.12, 1.36, 1.03, 0.86, 0.73]",6,0.6,1000,6300,40,200,90
4007,0.6345,2.59908,1,0,3.79,1205,2.637,"[3.77, 1.96, 1.28, 0.88, 0.67]",5,0.6,1000,6300,32,160,63
4008,0.6345,2.64328,1,0,4.36,1217,2.575,"[3.77, 2.1, 1.28, 0.93, 0.74]",5,0.8,1000,6300,26.4,132,59
4009,0.6345,2.67068,1,0,4.06,1216,2.62,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6000,40,200,81
4010,0.6345,2.67068,1,0,4.06,1211,2.637,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6000,40,200,85
4011,0.6429,2.725485,1,1,4.44,1540,2.63,"[3.46, 2.05, 1.3, 0.9, 0.91, 0.76, 0.8]",6,1.2,1000,6500,56,280,132
4012,0.6345,2.667399,1,0,4.06,1260,2.619,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",5,1.2,1000,6000,35,175,66
4013,0.5782,2.168,1,0,4.11,905,2.47,"[3.45, 1.94, 1.37, 0.91]",4,1.2,1000,6500,23.8,119,55
4014,0.5776,2.433312,1,0,3.94,1100,2.625,"[3.78, 2.12, 1.43, 1.03, 0.84]",5,1.2,1000,6500,28,140,55
4015,0.5776,2.43815,1,0,3.45,1155,2.623,"[3.78, 2.11, 1.34, 0.97, 0.8]",5,1.2,1000,6500,30.8,154,79
4016,0.5776,2.433312,1,0,3.68,1155,2.625,"[3.78, 2.12, 1.43, 1.03, 0.84]",5,1.2,1000,6500,33.2,166,85
4017,0.5776,2.467392,1,0,3.68,1155,2.623,"[3.7, 2.11, 1.34, 0.97, 0.8]",5,1.2,1000,6500,28.4,142,66
4018,0.5776,2.467392,1,0,3.68,1180,2.625,"[3.78, 2.12, 1.43, 1.03, 0.84]",5,1.2,1000,6500,33.2,166,85
4019,0.5776,2.467392,1,0,4.22,1180,2.625,"[2.71, 1.55, 1.0, 0.68]",4,1.2,1000,6500,33.2,166,85
4020,0.5776,2.5575,1,0,3.39,1325,2.625,"[3.3, 1.94, 1.31, 1.03, 0.84]",5,0.8,1000,6500,48,240,128
4021,0.5776,2.5575,1,0,4.16,1325,2.625,"[2.71, 1.55, 1.0, 0.68]",4,1.2,1000,6500,48,240,128
4022,0.5776,2.4596,1,0,3.94,1285,2.625,"[3.78, 2.12, 1.46, 1.03, 0.84]",5,1.2,1000,6500,28,140,55
4023,0.5776,2.4596,1,0,3.68,1315,2.625,"[3.78, 2.12, 1.46, 1.03, 0.84]",5,1,1000,6500,33.2,166,85
4024,0.5776,2.4596,1,0,4.43,1295,2.625,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,29,145,66
4025,0.5776,2.4596,1,0,3.68,1315,2.625,"[3.78, 2.12, 1.46, 1.03, 0.84]",5,1,1000,6500,33.2,166,85
4026,0.5776,2.4596,1,0,3.94,1315,2.625,"[3.78, 2.12, 1.46, 1.03, 0.84]",5,1.2,1000,6500,28,140,55
4027,0.5776,2.4854,1,0,4.43,1320,2.625,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,29,145,66
4028,0.5776,2.4854,1,0,3.68,1335,2.625,"[3.78, 2.12, 1.46, 1.03, 0.84]",5,1.2,1000,6500,33.2,166,85
4029,0.5776,2.4854,1,0,4.43,1320,2.625,"[2.71, 1.44, 1.0, 0.74]",4,1.2,1000,6500,29,145,66
4030,0.6345,2.53866,1,0,4.56,1231,2.703,"[3.5, 2.12, 1.3, 0.94, 0.79]",5,1,1000,6500,28,140,74
4031,0.6345,2.53866,1,0,4.11,1289,2.703,"[3.78, 2.18, 1.43, 1.03, 0.84]",5,0.8,1000,6500,33.6,168,92
4032,0.6345,2.53866,1,1,4.56,1381,2.703,"[3.78, 2.18, 1.43, 1.03, 0.79]",5,1,1000,6500,33.6,168,92
4033,0.6345,2.60304,1,0,4.56,1279,2.703,"[3.5, 2.12, 1.3, 0.94, 0.79]",5,1.2,1000,6500,28,140,74
4034,0.6345,2.60304,1,0,4.11,1320,2.703,"[3.78, 2.18, 1.43, 1.03, 0.84]",5,0.8,1000,6500,33.6,168,92
4035,0.6345,2.60304,1,1,4.56,1422,2.702,"[3.78, 2.18, 1.43, 1.03, 0.79]",5,1,1000,6500,33.6,168,92
4036,0.6345,2.60304,1,1,4.56,1422,2.703,"[3.78, 2.18, 1.43, 1.03, 0.79]",5,1,1000,6500,33.6,168,92
4037,0.6319,2.67904,1,0,3.09,1463,2.71,"[1.16, 0.86, 0.72]",6,1.2,1000,6300,40,200,90
4038,0.6319,2.67904,1,0,5.07,1343,2.71,"[3.46, 1.96, 1.28, 0.93, 0.71]",5,0.8,1000,6300,29.6,148,75
4039,0.6319,2.67904,1,0,3.09,1492,2.71,"[1.16, 0.86, 0.72]",6,1.2,1000,6500,50,250,118
4040,0.6319,2.67904,1,0,3.09,1637,2.71,"3.77, 2.27, 1.53, 1.12, 0.95, 0.8]",6,1.2,1000,6500,44,220,110
4041,0.6319,2.76094,1,0,3.09,1499,2.709,"[1.16, 0.86, 0.72]",6,1.2,1000,6300,40,200,90
4042,0.6319,2.76094,1,0,5.07,1478,2.709,"[3.46, 2.1, 1.43, 1.08, 0.85, 0.71]",6,1.2,1000,6300,31,155,85
4043,0.6319,2.76094,1,0,3.09,1534,2.709,"[1.16, 0.86, 0.72]",6,1.2,1000,6500,50,250,118
4044,0.6319,2.6754,1,0,3.09,1440,2.712,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,1.2,1000,6300,40,200,90
4045,0.6319,2.6754,1,0,3.09,1428,2.71,"[1.16, 0.86, 0.72]",6,1.2,1000,6300,40,200,90
4046,0.6683,2.75912,1,0,3.09,1473,2.712,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6500,40,200,90
4047,0.6319,2.704032,1,0,3.09,1367,2.786,"[3.78, 2.12, 1.36, 0.97, 0.77, 0.63]",6,0.6,1000,6300,40,200,92
4048,0.6319,2.704032,1,0,3.09,1387,2.786,"[3.78, 2.12, 1.36, 0.97, 0.77, 0.63]",6,0.6,1000,6300,50,250,110
4049,0.6319,2.704032,1,1,3.09,1488,2.791,"[3.78, 2.12, 1.36, 0.97, 0.77, 0.63]",6,0.6,1000,6300,50,250,110
4050,0.6687,2.829531,1,0,3.09,1395,2.786,"[3.78, 2.12, 1.36, 0.97, 0.77, 0.63]",6,0.2,1000,6500,40,200,92
4051,0.5317,2.1195,1,0,4.06,770,2.335,"[3.45, 1.96, 1.25, 0.89]",4,1.2,1000,6500,15.2,76,33
4052,0.5317,2.1195,1,0,4.06,770,2.335,"[3.45, 1.96, 1.25, 0.89]",4,1.2,1000,6500,15.2,76,33
4053,0.5317,2.1195,1,0,4.06,785,2.335,"[3.45, 2.09, 1.47, 1.1, 0.85]",5,1.2,1000,6500,20,100,55
4054,0.5317,2.1195,1,0,4.06,785,2.335,"[3.45, 1.96, 1.25, 0.89]",4,1.2,1000,6500,19,95,40
4055,0.5317,2.1195,1,0,4.06,765,2.335,"[3.45, 1.96, 1.25, 0.89]",4,1.2,1000,6500,15.2,76,33
4056,0.5317,2.1195,1,0,4.06,765,2.335,"[3.45, 1.96, 1.25, 0.89]",4,1.2,1000,6500,15.2,76,33
4057,0.5317,2.1195,1,0,4.27,770,2.335,"[3.45, 1.96, 1.25, 0.89, 0.74]",5,1.2,1000,6500,15.2,76,33
4058,0.5831,2.36488,1,0,3.88,1070,2.443,"[3.45, 2.1, 1.45, 1.1, 0.85]",5,1,1000,6500,23.2,116,44
4059,0.5831,2.36488,1,0,3.88,1070,2.443,"[3.45, 2.1, 1.45, 1.1, 0.85]",5,1,1000,6500,23.2,116,44
4060,0.5831,2.36488,1,0,3.67,1100,2.443,"[3.45, 1.94, 1.37, 1.03, 0.86]",5,0.6,1000,6500,25.2,126,55
4061,0.5831,2.314176,1,0,4.06,923,2.407,"[3.45, 2.1, 1.45, 1.1, 0.89]",5,1.2,1000,6500,17.2,86,37
4062,0.5831,2.314176,1,0,4.38,975,2.407,"[2.88, 1.51, 1.0, 0.73]",4,1.2,1000,6500,23.2,116,44
4063,0.5831,2.314176,1,0,3.88,959,2.407,"[3.45, 1.95, 1.25, 0.93, 0.74]",5,0.8,1000,6500,25.2,126,55
4064,0.5776,2.314176,1,0,3.6,1010,2.407,"[3.46, 2.12, 1.44, 1.09, 0.89]",5,0.6,1000,6500,30.4,152,92
4065,0.5831,2.39276,1,0,3.88,1105,2.444,"[3.45, 2.1, 1.45, 1.1, 0.85]",5,0.6,1000,6500,23.2,116,44
4066,0.5831,2.39276,1,0,3.88,1073,2.444,"[3.45, 2.1, 1.45, 1.1, 0.85]",5,1,1000,6500,25.2,126,55
4067,0.5831,2.39276,1,0,3.88,1130,2.444,"[3.45, 2.1, 1.45, 1.1, 0.85]",5,0.6,1000,6500,27,135,55
4068,0.5776,2.31896,1,0,3.88,1127,2.46,"[3.46, 2.1, 1.39, 1.03, 0.81]",5,0.6,1000,6500,25.2,126,55
4069,0.5845,2.504829,1,0,4.19,1157,2.465,"[3.46, 1.96, 1.39, 1.03, 0.85]",5,1.2,1000,6500,22.4,112,47
4070,0.5845,2.504829,1,0,3.88,1162,2.465,"[3.46, 2.1, 1.39, 1.03, 0.81]",5,1,1000,6500,25.2,126,55
4071,0.5955,2.526624,1,0,4.19,1128,2.469,"[3.77, 2.1, 1.28, 0.93, 0.74]",5,0.6,1000,6000,22.4,112,51
4072,0.5955,2.526624,1,0,3.93,1158,2.469,"[3.62, 1.96, 1.28, 0.93, 0.74, 0.61]",5,1.2,1000,6000,32,160,66
4073,0.6859,3.044547,1,0,4.24,1526,2.604,"[3.77, 2.09, 1.47, 1.1, 0.86, 0.72]",6,0.6,1000,6300,48,240,110
4074,0.6859,3.044547,1,1,3.53,1546,2.604,"[3.92, 2.16, 1.9, 1.38, 1.09, 0.92]",6,0.6,1000,6300,48,240,110
4075,0.7373,3.327728,1,1,4.55,2379,2.855,"[4.15, 2.37, 1.56, 1.16, 0.86, 0.69]",6,0.35,1000,6500,72,360,206
4076,0.7373,3.327728,1,1,3.9,2214,2.855,"[4.68, 2.53, 1.58, 1.21, 1.0, 0.84]",6,0.6,1000,6500,62,310,177
4077,0.7377,3.31546,1,1,3.27,2315,2.893,"[4.92, 2.81, 1.84, 1.43, 1.21, 1.0, 0.83, 0.69]",8,0.35,1000,6500,116,580,279
4078,0.7377,3.31546,1,1,3.27,2315,2.893,"[4.92, 2.81, 1.84, 1.43, 1.21, 1.0, 0.83, 0.69]",8,0.2,1000,6500,88,440,245
4079,0.7377,3.31546,1,1,3.27,2315,2.893,"[4.92, 2.81, 1.84, 1.43, 1.21, 1.0, 0.83, 0.69]",8,0.35,1000,6500,116,580,279
4080,0.7377,3.31546,1,1,3.7,2103,2.893,"[4.84, 2.84, 1.86, 1.44, 1.22, 1.0, 0.82, 0.67]",8,0.35,1000,6500,72,360,206
4081,0.7376,3.396608,1,1,3.27,2055,2.904,"[4.97, 2.84, 1.86, 1.44, 1.21, 1.0, 0.82, 0.69]",8,0.06,1000,4500,90,450,250
4082,0.7376,3.396608,1,1,3.27,2055,2.904,"[4.97, 2.84, 1.86, 1.44, 1.21, 1.0, 0.82, 0.69]",8,0.06,1000,4500,90,450,250
4083,0.6319,2.93319,1,0,3.65,1553,2.678,"[3.78, 2.27, 1.52, 1.19, 0.97, 0.82]",6,0.6,1000,6300,44,220,103
4084,0.6319,2.93319,1,0,5.07,1427,2.678,"[3.46, 1.96, 1.28, 0.98, 0.78, 0.67]",6,0.6,1000,6300,29.6,148,75
4085,0.6319,2.93319,1,0,5.07,1498,2.678,"[3.46, 1.96, 1.28, 0.98, 0.78, 0.67]",6,0.6,1000,6300,31,155,85
4086,0.6345,2.93319,1,0,3.94,1584,2.677,"[3.78, 2.27, 1.52, 1.11, 0.9, 0.77]",6,0.6,1000,6500,40,200,110
4087,0.6524,3.00433,1,0,3.65,1532,2.677,"[3.78, 2.27, 1.52, 1.19, 0.97, 0.82]",6,0.6,1000,6300,44,220,103
4088,0.6524,3.00433,1,0,3.65,1553,2.678,"[3.78, 2.27, 1.52, 1.19, 0.97, 0.82]",6,0.6,1000,6300,44,220,103
4089,0.6524,3.031315,1,0,3.65,1567,2.677,"[3.78, 2.12, 1.36, 1.03, 0.86, 0.73]",6,0.6,1000,6300,44,220,103
4090,0.6524,3.031315,1,0,3.65,1453,2.678,"[3.78, 2.27, 1.52, 1.19, 0.97, 0.82]",6,0.6,1000,6300,35,175,77
4091,0.6524,3.031315,1,0,3.65,1460,2.678,"[3.78, 2.27, 1.52, 1.19, 0.97, 0.82]",6,0.6,1000,6300,35,175,77
4092,0.6319,3.003156,1,0,3.65,1516,2.678,"[3.78, 2.27, 1.52, 1.19, 0.97, 0.82]",6,0.6,1000,6300,44,220,103
4093,0.6345,2.589448,1,0,4.53,1269,2.509,"[3.77, 2.1, 1.43, 1.08, 0.85]",5,1.2,1000,6500,25.2,126,55
4094,0.6345,2.589448,1,0,4.24,1293,2.509,"[3.77, 2.12, 1.46, 1.09, 0.88]",5,0.8,1000,6500,29.6,148,75
4095,0.6345,2.589448,1,0,3.94,1381,2.509,"[3.3, 1.94, 1.31, 1.03, 0.84]",5,0.6,1000,6500,44,220,110
4096,0.6319,2.589448,1,0,4.24,1325,2.509,"[3.78, 2.12, 1.36, 1.03, 0.84]",5,1,1000,6500,34.4,172,85
4097,0.6319,2.589448,1,0,4.53,1159,2.508,"[3.46, 2.1, 1.43, 1.08, 0.85]",5,1.2,1000,6500,25.2,126,55
4098,0.6345,2.582552,1,0,4.24,1205,2.508,"[3.77, 2.12, 1.46, 1.09, 0.88]",5,0.8,1000,6500,29,145,74
4099,0.6345,2.582552,1,0,3.91,1264,2.508,"[3.91, 2.12, 1.35, 0.97, 0.73]",5,0.6,1000,6500,44,220,110
4100,0.6345,2.578058,1,0,4.24,1321,2.515,"[3.78, 2.12, 1.36, 1.03, 0.84]",5,0.6,1000,6500,34.4,172,85
4101,0.6429,2.686688,1,0,4.35,1274,2.537,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6300,35,175,77
4102,0.6429,2.686688,1,0,4.35,1280,2.537,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6300,35,175,77
4103,0.6345,2.50881,1,0,4.47,1165,2.513,"[3.45, 1.94, 1.29, 0.97, 0.81]",5,1.2,1000,6500,25.2,126,55
4104,0.6345,2.50881,1,0,4.25,1183,2.513,"[3.46, 1.94, 1.37, 1.03, 0.85]",5,0.8,1000,6500,29,145,74
4105,0.6345,2.50881,1,0,4.36,1211,2.513,"[3.46, 1.96, 1.28, 0.98, 0.78]",5,0.8,1000,6500,31,155,81
4106,0.6345,2.555655,1,0,4.25,1230,2.515,"[3.46, 1.94, 1.37, 1.03, 0.85]",5,0.8,1000,6500,29,145,74
4107,0.6345,2.50881,1,0,4.36,1276,2.515,"[3.46, 1.96, 1.28, 0.98, 0.78]",5,0.8,1000,6500,31,155,81
4108,0.6345,2.576475,1,0,3.68,1355,2.515,"[3.3, 1.94, 1.31, 1.03, 0.84]",5,0.6,1000,6500,42,210,110
4109,0.6433,2.63039,1,0,3.09,1489,2.708,"[3.78, 2.06, 1.46, 1.11, 0.88, 0.73]",6,0.6,1000,6300,50,250,110
4110,0.6433,2.628535,1,1,3.44,1704,2.711,"[2.92, 1.79, 1.19, 0.83, 0.86, 0.69]",6,0.06,1000,6300,70,350,220
4111,0.6433,2.628535,1,0,3.09,1505,2.711,"[1.16, 0.86, 0.72]",6,1.2,1000,6500,50,250,118
4112,0.576,2.2308,1,0,3.68,1175,2.475,"[3.78, 2.12, 1.43, 1.03, 0.84]",5,0.6,1000,6500,36,180,100
4113,0.576,2.2308,1,0,3.67,1210,2.475,"[3.78, 2.12, 1.46, 1.03, 0.84]",5,0.8,1000,6500,33.2,166,85
4114,0.576,2.2308,1,0,3.65,1155,2.47,"[3.78, 2.12, 1.36, 0.97, 0.77]",5,0.6,1000,6500,45,225,118
4115,0.576,2.2308,1,0,3.39,1285,2.475,"[3.3, 1.94, 1.31, 1.03, 0.84]",5,0.6,1000,6500,49,245,140
4116,0.6429,2.584413,1,0,4.35,1536,2.578,"[3.92, 2.16, 1.9, 1.38, 1.09, 0.92]",6,0.6,1000,6300,40,200,90
4117,0.6429,2.584413,1,0,3.94,1487,2.578,"[3.78, 2.27, 1.65, 1.27, 1.03, 0.87]",6,1.2,1000,6300,50,250,118
4118,0.6429,2.584413,1,0,4.06,1523,2.578,"[3.62, 1.96, 1.28, 0.97, 0.08, 0.65]",6,0.6,1000,6300,40,200,90
4119,0.6429,2.584413,1,0,3.45,1544,2.578,"[3.77, 2.09, 1.32, 0.98, 0.78, 0.65]",6,0.6,1000,6300,31,155,85
4120,0.6429,2.584413,1,0,3.94,1556,2.578,"[3.78, 2.27, 1.65, 1.27, 1.03, 0.87]",6,0.6,1000,6300,40,200,110
4121,0.5831,2.49936,1,0,4.53,1053,2.45,"[3.46, 1.96, 1.28, 0.98, 0.78]",5,1,1000,6500,21.6,108,40
4122,0.5831,2.49936,1,0,4.19,1093,2.45,"[3.46, 1.96, 1.28, 0.98, 0.78]",5,0.6,1000,6500,24.8,124,55
4123,0.5752,2.355975,1,0,3.67,985,2.475,"[3.46, 1.94, 1.29, 0.91, 0.75]",5,1.2,1000,6500,28.4,142,66
4124,0.6345,2.634996,1,0,4.06,1227,2.651,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6300,35,175,77
4125,0.6345,2.634996,1,0,3.65,1434,2.578,"[3.78, 2.12, 1.36, 1.03, 0.86, 0.73]",6,0.6,1000,6300,48,240,118
4126,0.6345,2.634996,1,0,4.06,1302,2.651,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6300,35,175,77
4127,0.6345,2.634996,1,0,4.06,1305,2.651,"[3.62, 1.95, 1.28, 0.97, 0.78, 0.65]",6,0.6,1000,6300,35,175,77
4128,0.5317,2.39294,1,0,4.23,968,2.321,"[3.46, 1.96, 1.36, 1.05, 0.86]",5,1.2,1000,6500,17.2,86,37
4129,0.5317,2.39294,1,0,3.88,912,2.321,"[3.46, 1.96, 1.25, 0.93, 0.74]",5,1,1000,6500,23.2,116,44
