RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,i_ges_P4,Gear_Ratio,No_Gears,shiftDelay,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc
313,0.68,3.14119,0,0,4,1925,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,50,250,125,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
314,0.68,3.140487,1,1,3.8,1975,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.2,1,0,0,0,0,750,6500,64,320,150,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
315,0.68,3.140487,0,0,4,1925,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.2,1,0,0,0,0,750,6500,64,320,150,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
316,0.66,0,1,1,3.8,2005,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,,1,0,0,0,0,750,6500,80,400,190,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
317,0.68,3.365151,1,1,3.8,1970,2.873,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
318,0.68,3.365151,1,1,3.8,1970,2.873,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
319,0.68,3.444471,1,1,3.8,2055,2.873,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
320,0.68,3.426288,1,1,3.8,2055,2.873,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
321,0.62,2.515188,1,1,3.8,1945,2.939,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
322,0.62,2.520998,1,1,3.8,1950,2.939,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
323,0.62,2.520998,0,0,4,2060,2.939,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,0,1,0,0,0,750,6500,80,400,143,0,0,0,0,440,90,10000,0.04,0,0,0,0,0,0,0,0
324,0.62,2.613612,1,1,3.8,2025,2.939,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
325,0.62,2.613612,0,0,4,1810,2.961,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.2,1,0,0,0,0,750,6500,64,320,150,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
326,0.62,2.377872,1,1,3.8,1880,2.961,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,64,320,150,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
327,0.62,2.379636,1,1,3.8,1970,2.961,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,64,320,150,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
328,0.62,2.379636,1,1,3.8,1960,2.961,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,100,500,280,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
329,0.62,2.490384,1,1,3.8,2055,2.961,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,100,500,280,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
330,0.62,2.490384,0,0,4,1900,2.961,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,64,320,150,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
331,0.62,2.490384,1,1,3.8,2045,2.961,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,100,500,280,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
332,0.62,2.501436,1,1,3.8,2640,2.89,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,170,850,430,200,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
333,0.62,2.501436,1,1,3.8,2485,2.89,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,112,560,330,200,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
334,0.62,2.490384,1,1,3.8,1690,2.729,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,1,0,0,0,0,750,6500,60,300,140,150,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
335,0.62,2.490384,1,1,3.8,1765,2.829,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,1,0,0,0,0,750,6500,60,300,140,150,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
336,0.62,2.490384,1,1,3.8,1975,2.888,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,100,500,310,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
337,0.62,2.501436,1,1,3.8,1995,2.888,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,100,500,310,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
338,0.62,2.501436,1,1,3.8,1910,2.888,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,64,320,150,55,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
339,0.62,2.501436,1,1,3.8,1910,2.888,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.87, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,6500,64,320,150,200,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
340,0.62,2.48236,1,1,3.8,1930,2.888,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.2,1,0,0,0,0,750,6500,64,320,150,55,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
341,0.62,2.539333,1,1,3.8,2305,2.995,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
342,0.62,2.539333,1,1,3.8,2415,2.995,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,150,750,420,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
343,0.62,2.579508,1,1,3.8,2420,2.995,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,170,850,450,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
344,0.62,2.549995,1,1,3.8,2325,2.935,0,"[5.5, 3.33, 2.31, 1.66, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
345,0.62,2.579508,1,1,3.8,2700,3.135,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,170,850,450,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
346,0.62,2.55888,1,1,3.8,2460,3.135,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,100,500,270,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
347,0.62,2.573096,1,1,3.8,2545,3.135,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,140,700,270,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
348,0.62,2.573096,1,1,3.8,2310,3.396,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 7.17, 0.6]",9,0.1,1,0,0,0,0,750,6500,140,700,370,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
349,0.62,2.579508,1,1,3.8,1995,3.106,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,100,500,270,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
350,0.62,2.57588,1,1,3.8,2015,3.216,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,100,500,270,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
351,0.62,2.347488,1,1,3.8,2595,3.216,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.87, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,6500,180,900,270,320,140,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
352,0.62,2.367915,0,0,4,1810,2.7,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,96,480,270,150,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
353,0.62,2.3595,0,0,4,2393,3.43,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,100,500,170,200,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
354,0.62,2.3595,0,0,4,2349,3.2,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,100,500,170,200,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
355,0.62,2.3595,0,0,4,2383,3.43,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,100,500,170,200,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
356,0.62,2.3595,0,0,4,2343,3.2,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.35,1,0,0,0,0,750,6500,100,500,170,200,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
357,0.62,2.35092,1,1,3.8,1985,2.939,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
358,0.62,2.366364,0,0,4,1765,2.939,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,80,400,270,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
359,0.62,2.366364,1,1,3.8,1940,2.939,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,100,500,270,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
360,0.62,2.366364,1,0,4,1285,2.57,0,"[3.5, 2.0, 1.3]",3,0.6,1,0,0,0,0,750,6500,25.6,128,75,250,100,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
361,0.62,2.366364,1,0,4,1735,2.765,0,"[2.5, 1.5]",2,0.6,0,1,0,0,0,750,6500,46,230,105,0,0,0,0,340,146,10000,0.04,0,0,0,0,0,0,0,0
362,0.62,2.366364,1,0,4,1455,2.61,0,"[3.5, 2.0, 1.3]",3,0.6,1,0,0,0,0,750,6500,25.6,128,75,250,100,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
363,0.62,2.38317,1,0,4,1737,2.72,0,"[4.7, 2.99, 2.15, 1.8, 1.52, 1.28, 1.0, 0.85, 0.69, 0.64]",10,0.6,0,1,0,0,0,750,6500,50,250,119,0,0,0,0,230,90,10000,0.04,0,0,0,0,0,0,0,0
364,0.62,2.38317,1,0,4,1620,2.692,0,"[16.99, 10.59, 7.07, 4.86, 3.77, 3.05, 2.52]",7,0.6,1,0,0,0,0,750,6500,48,240,115,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
365,0.62,2.38317,1,1,3.8,1715,2.692,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,1,0,0,0,0,750,6500,64,320,150,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
366,0.62,2.34927,1,0,4,1348,2.639,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,1.2,1,0,0,0,0,750,6500,52,260,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
367,0.62,2.34927,1,0,4,1459,2.639,0,"[3.83, 2.05, 1.3, 0.97, 0.74, 0.66]",6,0.6,1,0,0,0,0,750,6500,29.6,148,69,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
368,0.62,2.3595,1,0,4,1449,2.639,0,"[3.83, 2.05, 1.3, 0.97, 0.74, 0.66]",6,0.6,1,0,0,0,0,750,6500,34.4,172,80,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
369,0.62,2.38656,1,0,4,1346,2.583,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1,0,0,0,0,750,6500,29.6,148,69,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
370,0.62,2.38317,1,1,3.8,1914,2.67,3.8,"[5.26, 3.3, 2.13, 1.71, 1.3, 1.0, 0.82, 0.63]",8,1.2,0,0,0,1,0,750,6500,38,190,149,0,0,0,0,0,0,0,0,0,0,0,0,195,60,15000,0.04
371,0.62,2.38317,1,1,3.8,1810,2.67,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1,0,0,0,0,750,6500,38.5,192.5,99.5,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
372,0.62,2.38317,1,1,3.8,1649,2.67,3.8,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,1,750,6500,39,195,110,0,0,0,0,137,80,10000,0.04,0,0,0,0,195,50,15000,0.04
373,0.62,2.3595,1,1,3.8,1995,2.67,3.8,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,1,750,6500,42.2,211,99,0,0,0,0,137,80,10000,0.04,0,0,0,0,195,50,15000,0.04
374,0.62,2.367915,1,1,3.8,2120,2.704,3.8,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,1,750,6500,40.6,203,100,0,0,0,0,255,80,10000,0.04,0,0,0,0,195,50,15000,0.04
375,0.62,2.367915,1,0,4,1405,2.665,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,48,240,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
376,0.62,2.306895,1,0,4,1422,2.665,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,52,260,116,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
377,0.65,2.598169,1,1,3.8,1577,2.665,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,1.2,1,0,0,0,0,750,6500,54,270,116,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
378,0.65,2.598169,1,0,4,1664,2.705,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,60,300,120,55,4,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
379,0.62,2.452195,1,0,4,1678,2.675,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,320,81,10000,0.04,0,0,0,0,0,0,0,0
380,0.62,2.452195,1,0,4,1454,2.675,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
381,0.62,2.452195,1,0,4,1376,2.732,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,1.2,0,1,0,0,0,750,6500,41,205,81,0,0,0,0,320,81,10000,0.04,0,0,0,0,0,0,0,0
382,0.62,2.452195,1,0,4,1394,2.67,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1,0,0,0,0,750,6500,41,205,74,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
383,0.62,2.455661,1,0,4,1875,2.675,0,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.6,0,1,0,0,0,750,6500,60,300,133,0,0,0,0,320,81,10000,0.04,0,0,0,0,0,0,0,0
384,0.62,2.455661,1,1,3.8,1875,2.675,3.8,"[4.71, 3.14, 2.1, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,0,1,0,0,1,750,6500,60,300,147,0,0,0,0,320,80,10000,0.04,0,0,0,0,166,80,15000,0.04
385,0.62,2.455661,1,0,4,1600,2.795,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
386,0.62,2.455661,1,0,4,1675,2.795,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,46,230,100,0,0,0,0,118,16,10000,0.04,0,0,0,0,0,0,0,0
387,0.62,2.471807,1,0,4,1732,2.685,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,74,370,111,0,0,0,0,370,111,10000,0.04,0,0,0,0,0,0,0,0
388,0.62,2.471807,1,0,4,1372,2.605,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
389,0.62,2.471807,1,0,4,1372,2.605,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
390,0.62,2.473198,1,0,4,1295,2.54,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1,0,0,0,0,750,6500,41,205,74,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
391,0.62,2.471807,1,1,3.8,1808,2.613,3.8,"[3.45, 1.87, 1.29, 0.95, 0.74, 0.6]",6,0.6,0,0,0,1,0,750,6500,90,450,147,0,0,0,0,0,0,0,0,0,0,0,0,100,20,15000,0.04
392,0.62,2.471807,1,1,3.8,1808,2.613,3.8,"[3.45, 1.87, 1.29, 0.95, 0.74, 0.6]",6,0.6,0,0,0,1,0,750,6500,90,450,147,0,0,0,0,0,0,0,0,0,0,0,0,100,20,15000,0.04
393,0.62,2.452195,1,1,3.8,1808,2.613,3.8,"[3.45, 1.87, 1.29, 0.95, 0.74, 0.6]",6,0.6,0,0,0,1,0,750,6500,90,450,147,0,0,0,0,0,0,0,0,0,0,0,0,100,20,15000,0.04
394,0.62,2.452195,1,0,4,1553,2.675,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,46,230,100,0,0,0,0,51,16,10000,0.04,0,0,0,0,0,0,0,0
395,0.62,2.455661,1,0,4,1835,2.675,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,0,1,0,0,0,750,6500,60,300,133,0,0,0,0,320,80,10000,0.04,0,0,0,0,0,0,0,0
396,0.62,2.455661,1,1,3.8,1915,2.675,3.8,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,0,1,0,0,1,750,6500,60,300,147,0,0,0,0,320,80,10000,0.04,0,0,0,0,166,83,15000,0.04
397,0.62,2.471807,1,0,4,1648,2.739,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
398,0.62,2.471807,1,0,4,1631,2.739,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
399,0.62,2.471807,1,0,4,1450,2.675,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,46,230,100,0,0,0,0,51,16,10000,0.04,0,0,0,0,0,0,0,0
400,0.62,2.471807,1,0,4,1450,2.675,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
401,0.62,2.471807,1,0,4,1710,2.675,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,264,92,10000,0.04,0,0,0,0,0,0,0,0
402,0.62,2.452195,1,0,4,1510,2.732,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,1,0,0,0,750,6500,46,230,100,0,0,0,0,51,16,10000,0.04,0,0,0,0,0,0,0,0
403,0.62,2.452195,1,0,4,1510,2.732,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
404,0.62,2.452195,1,0,4,1750,2.732,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,0,1,0,0,0,750,6500,50,250,110,0,0,0,0,264,92,10000,0.04,0,0,0,0,0,0,0,0
405,0.62,2.528644,1,0,4,1544,2.787,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
406,0.62,2.528644,1,0,4,1544,2.787,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
407,0.62,2.471807,1,0,4,1627,2.84,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,230,21,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
408,0.62,2.455661,1,0,4,1780,2.901,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
409,0.62,2.455661,1,0,4,1780,2.901,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,51,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
410,0.62,2.528644,1,0,4,1795,2.793,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,0,1,0,0,0,750,6500,60,300,133,0,0,0,0,320,81,10000,0.04,0,0,0,0,0,0,0,0
411,0.62,2.528644,1,1,3.8,1925,2.8,3.8,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,0,1,0,0,1,750,6500,60,300,147,0,0,0,0,320,80,10000,0.04,0,0,0,0,166,50,15000,0.04
412,0.62,2.605702,1,0,4,1820,2.793,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,0,1,0,0,0,750,6500,60,300,133,0,0,0,0,320,81,10000,0.04,0,0,0,0,0,0,0,0
413,0.62,2.605702,1,1,3.8,2343,2.742,3.8,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.1,0,0,0,0,1,750,6500,87,435,227,0,0,0,0,0,0,0,0,0,0,0,0,166,80,15000,0.04
414,0.62,2.605702,1,1,3.8,2245,2.95,3.8,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,0,1,0,1,0,750,7000,90,450,243,0,0,0,0,400,100,10000,0.04,0,0,0,0,166,50,15000,0.04
415,0.62,2.605702,1,1,3.8,2265,2.95,3.8,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,0,1,0,1,0,750,7000,90,450,243,0,0,0,0,400,100,10000,0.04,0,0,0,0,166,50,15000,0.04
416,0.62,2.605702,1,1,3.8,1750,2.73,0,"[3.91, 2.29, 1.58, 1.19, 0.97, 0.83, 0.67]",7,0.1,0,1,0,0,0,750,6500,108,540,447,0,0,0,0,210,95,10000,0.04,0,0,0,0,0,0,0,0
417,0.65,2.752295,1,0,4,1510,2.72,0,"[2.2, 1.27, 0.77, 0.58]",4,0.6,0,1,0,0,0,750,6500,29.6,148,69,0,0,0,0,205,36,10000,0.04,0,0,0,0,0,0,0,0
