RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,i_ges_P4,Gear_Ratio,No_Gears,shiftDelay,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc
206,0.62,2.51336,1,1,3.8,2028,2.874,0,"[5.5, 3.52, 2.2, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,1,0,0,0,0,750,7000,110,550,294,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
207,0.62,2.51336,1,0,4,1180,2.557,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,1.2,1,0,0,0,0,750,6500,41,205,74,55,21,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
208,0.62,2.51336,1,1,3.8,1475,2.563,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,55,21,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
209,0.62,2.508065,1,0,4,1575,2.636,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,1,0,0,0,0,750,6500,48,240,96,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
210,0.62,2.508065,1,0,4,1667,2.795,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,46,230,100,50,21,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
211,0.62,2.508065,1,1,3.8,2434,2.964,3.8,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.1,0,1,0,1,0,750,6500,80,400,200,0,0,0,0,264,80,10000,0.04,0,0,0,0,53,50,15000,0.04
212,0.62,2.526337,1,1,3.8,1845,2.57,3.8,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,0,0,0,1,0,750,6500,54,270,96,0,0,0,0,0,0,0,0,0,0,0,0,166,50,15000,0.04
213,0.62,2.526337,1,0,4,1495,2.57,4,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,0,0,1,0,750,6500,48,240,96,0,0,0,0,0,0,0,0,0,0,0,0,166,50,15000,0.04
214,0.62,2.526337,1,0,4,1420,2.57,4,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,0,0,1,0,750,6500,48,240,96,0,0,0,0,0,0,0,0,0,0,0,0,166,50,15000,0.04
215,0.62,2.543136,1,0,4,1854,2.815,0,"[4.64, 2.83, 1.84, 1.39, 1.0, 0.77]",6,0.6,0,1,0,0,0,750,6500,53,265,118,0,0,0,0,264,44,10000,0.04,0,0,0,0,0,0,0,0
216,0.62,2.543136,1,0,4,1855,2.815,0,"[5.23, 3.09, 1.94, 1.4, 1.0, 0.78]",6,0.6,0,1,0,0,0,750,6500,53,265,132,0,0,0,0,250,48,10000,0.04,0,0,0,0,0,0,0,0
217,0.62,2.543136,1,1,3.8,1919,2.815,0,"[4.64, 2.83, 1.84, 1.39, 1.0, 0.77]",6,0.6,0,1,0,0,0,750,6500,53,265,118,0,0,0,0,264,44,10000,0.04,0,0,0,0,0,0,0,0
218,0.62,2.530448,1,0,4,1580,2.68,0,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,1,0,0,0,0,750,6500,53,265,118,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
219,0.62,2.530448,1,1,3.8,1648,2.68,0,"[3.19, 2.19, 1.52, 1.06, 0.74, 0.56, 0.43]",7,0.6,1,0,0,0,0,750,6500,53,265,118,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
220,0.62,2.525117,1,0,4,1225,2.58,0,"[3.62, 1.96, 1.29, 0.97, 0.79, 0.67]",6,1.2,1,0,0,0,0,750,6500,40,200,88,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
221,0.62,2.525117,1,0,4,1235,2.58,0,"[3.62, 1.96, 1.29, 0.97, 0.79, 0.67]",6,1.2,1,0,0,0,0,750,6500,40,200,85,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
222,0.62,2.543688,1,0,4,1662,2.795,0,"[4.64, 2.83, 1.84, 1.39, 1.0, 0.77]",6,0.6,1,0,0,0,0,750,6500,63.8,319,131,205,30,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
223,0.62,2.543688,1,0,4,1205,2.58,0,"[3.62, 1.96, 1.29, 0.97, 0.79, 0.67]",6,0.6,1,0,0,0,0,750,6500,34.4,172,88,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
224,0.62,2.543688,1,1,3.8,1772,2.779,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.1,1,0,0,0,0,750,6500,145,725,607,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
225,0.62,2.564082,1,1,3.8,2361,3.022,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.6,1,0,0,0,0,750,7000,110,550,294,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
226,0.62,2.564082,1,1,3.8,2300,3.022,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.05,1,0,0,0,0,750,6500,110,550,313,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
227,0.62,2.578914,1,1,3.8,2735,3.022,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,1,0,0,0,0,750,6500,150,750,467,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
228,0.62,2.578914,1,1,3.8,2366,2.923,0,"[5.5, 3.52, 2.2, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.6,1,0,0,0,0,750,7000,100,500,265,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
229,0.62,2.530866,1,1,3.8,1901,2.741,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,64,320,147,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
230,0.62,2.530866,1,1,3.8,1939,2.741,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,73,365,184,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
231,0.62,2.530866,1,1,3.8,1957,2.741,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,80,400,213,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
232,0.62,2.530866,1,1,3.8,2168,2.741,0,"[5.07, 2.97, 1.95, 1.47, 1.23, 1.0, 0.81, 0.67]",8,0.1,0,1,0,0,0,750,6500,108,540,147,0,0,0,0,260,80,10000,0.04,0,0,0,0,0,0,0,0
233,0.62,2.553018,1,1,3.8,2519,3.197,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.2,1,0,0,0,0,750,7000,110,550,294,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
234,0.62,2.553018,1,1,3.8,2616,3.197,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.2,1,0,0,0,0,750,7000,110,550,294,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
235,0.62,2.553018,1,1,3.8,2759,3.197,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,1,0,0,0,0,750,6500,150,750,452,200,22,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
236,0.62,2.554398,1,1,3.8,1845,2.681,0,"[4.73, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,64,320,147,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
237,0.62,2.554398,1,0,4,1792,2.681,0,"[5.07, 2.97, 1.95, 1.47, 1.23, 1.0, 0.81, 0.67]",8,0.6,1,0,0,0,0,750,6500,52,260,118,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
238,0.62,2.554398,1,1,3.8,1845,2.681,0,"[4.73, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,64,320,147,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
239,0.62,2.54969,1,1,3.8,1893,2.681,0,"[4.73, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,73,365,184,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
240,0.62,2.54969,1,1,3.8,1925,2.681,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,80,400,221,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
241,0.62,2.54969,1,1,3.8,2157,2.681,0,"[5.07, 2.97, 1.95, 1.47, 1.23, 1.0, 0.81, 0.67]",8,0.1,0,1,0,0,0,750,6500,56,280,147,0,0,0,0,260,80,10000,0.04,0,0,0,0,0,0,0,0
242,0.62,2.54969,1,1,3.8,2385,2.997,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.6,1,0,0,0,0,750,7000,110,550,294,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
243,0.62,2.54969,1,1,3.8,2580,2.997,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,1,0,0,0,0,750,6500,150,750,390,200,22,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
244,0.62,2.56752,1,1,3.8,2560,2.998,0,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,1,0,0,0,0,750,6500,150,750,467,200,22,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
245,0.62,2.56752,1,1,3.8,2085,2.874,0,"[5.5, 3.52, 2.2, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.1,1,0,0,0,0,750,7000,110,550,294,35,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
246,0.62,2.56752,1,0,4,1680,2.87,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,44.2,221,131,0,0,0,0,202,88,10000,0.04,0,0,0,0,0,0,0,0
247,0.62,2.56752,1,0,4,1785,2.95,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,0,1,0,0,0,750,6500,44.2,221,131,0,0,0,0,202,88,10000,0.04,0,0,0,0,0,0,0,0
248,0.65,2.62812,1,0,4,1280,2.58,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,1,0,0,0,0,750,6500,24,120,67,185,69,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
249,0.65,2.62812,1,1,3.8,1365,2.58,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.1,1,0,0,0,0,750,6500,24,120,67,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
250,0.65,2.62812,1,1,3.8,2345,3,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.1,1,0,0,0,0,750,6500,47.8,239,108,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
251,0.65,2.62993,0,0,4,2260,3.125,0,"[3.54, 1.89, 1.0, 0.65]",4,0.6,0,1,0,0,0,750,7000,70,350,220,0,0,0,0,300,132,10000,0.04,0,0,0,0,0,0,0,0
252,0.65,2.62993,1,1,3.8,2345,3.125,0,"[3.54, 1.89, 1.0, 0.65]",4,0.05,0,1,0,0,0,750,7000,70,350,220,0,0,0,0,300,132,10000,0.04,0,0,0,0,0,0,0,0
253,0.65,2.67699,1,0,4,1790,2.66,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,1.2,0,1,0,0,0,750,6500,42,210,114,0,0,0,0,270,105,10000,0.04,0,0,0,0,0,0,0,0
254,0.65,2.67699,1,0,4,1805,2.69,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,0,1,0,0,0,750,6500,46,230,106,0,0,0,0,270,134,10000,0.04,0,0,0,0,0,0,0,0
255,0.65,2.62812,1,1,3.8,1865,2.69,3.8,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,1.2,0,1,0,0,1,750,6500,46,230,106,0,0,0,0,264,80,10000,0.04,0,0,0,0,121,50,15000,0.04
256,0.65,2.62812,1,1,3.8,2175,2.85,3.8,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,1,750,6500,92,460,200,0,0,0,0,335,80,10000,0.04,0,0,0,0,169,50,15000,0.04
257,0.65,2.706445,1,0,4,1540,2.64,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,0.6,0,1,0,0,0,750,6500,38,190,112,0,0,0,0,202,80,10000,0.04,0,0,0,0,0,0,0,0
258,0.65,2.706445,1,1,3.8,1600,2.64,3.8,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,1,750,6500,38,190,112,0,0,0,0,202,80,10000,0.04,0,0,0,0,55,50,15000,0.04
259,0.65,2.706445,1,0,4,1495,2.64,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,0.6,0,1,0,0,0,750,6500,38,190,112,0,0,0,0,206,83,10000,0.04,0,0,0,0,0,0,0,0
260,0.65,2.706445,1,1,3.8,1555,2.64,3.8,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,1,750,6500,38,190,112,0,0,0,0,264,80,10000,0.04,0,0,0,0,84,50,15000,0.04
261,0.65,2.828378,1,0,4,1445,2.6,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,0,750,6500,28.4,142,73,0,0,0,0,207,60,10000,0.04,0,0,0,0,0,0,0,0
262,0.65,2.828378,0,0,4,1730,2.85,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,1,0,0,0,0,750,6500,44.2,221,113,300,105,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
263,0.65,2.828378,0,0,4,1820,2.85,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,0,750,7000,70.4,352,254,0,0,0,0,275,147,10000,0.04,0,0,0,0,0,0,0,0
264,0.65,2.828378,0,0,4,1620,2.8,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,0,750,6500,44.2,221,133,0,0,0,0,300,105,10000,0.04,0,0,0,0,0,0,0,0
265,0.65,2.828378,0,0,4,1985,2.87,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,0.1,1,0,0,0,0,750,7000,70,350,220,300,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
266,0.65,2.72667,0,0,4,1735,2.73,0,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,1.2,0,1,0,0,0,750,6500,44.2,221,133,0,0,0,0,300,105,10000,0.04,0,0,0,0,0,0,0,0
267,0.65,2.72667,1,0,4,1830,2.734,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,0,1,0,0,0,750,6500,46,230,101,0,0,0,0,338,107,10000,0.04,0,0,0,0,0,0,0,0
268,0.65,2.72667,1,0,4,1739,2.735,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.6,1,0,0,0,0,750,6500,43,215,105,130,40,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
269,0.65,2.911532,1,0,4,2107,2.848,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.1,1,0,0,0,0,750,6500,70,350,103,350,155,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
270,0.65,2.911532,1,1,3.8,1870,2.901,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.1,1,0,0,0,0,750,6500,90,450,221,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
271,0.65,2.737914,1,1,3.8,1895,2.901,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.1,1,0,0,0,0,750,6500,90,450,243,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
272,0.65,2.76,0,0,4,1878,2.998,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.2,1,0,0,0,0,750,6500,90,450,243,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
273,0.62,2.7072,1,1,3.8,2090,3.004,0,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.6,1,0,0,0,0,750,6500,90,450,243,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
274,0.62,2.7072,1,1,3.8,2090,3.004,0,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.6,1,0,0,0,0,750,6500,90,450,243,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
275,0.62,2.7072,1,0,4,1120,2.57,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.6,1,0,0,0,0,750,6500,30.2,151,85,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
276,0.62,2.7072,1,0,4,1100,2.57,0,"[3.58, 1.9, 1.22, 0.92, 0.72]",5,0.6,1,0,0,0,0,750,6500,29.6,148,66,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
277,0.62,2.734936,1,0,4,1100,2.57,0,"[3.58, 1.9, 1.22, 0.92, 0.72]",5,1.2,1,0,0,0,0,750,6500,27,135,55,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
278,0.62,2.734936,1,0,4,1180,2.56,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,1.2,0,1,0,0,0,750,6500,24,120,68,0,0,0,0,141,59,10000,0.04,0,0,0,0,0,0,0,0
279,0.62,2.734936,1,0,4,1457,2.725,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.35,1,0,0,0,0,750,6500,48,240,137,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
280,0.62,2.734936,1,0,4,1383,2.725,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,1.2,1,0,0,0,0,750,6500,42.6,213,90,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
281,0.62,2.734936,1,0,4,1383,2.725,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.05,1,0,0,0,0,750,6500,42.6,213,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
282,0.65,2.84554,1,0,4,1432,2.725,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.35,1,0,0,0,0,750,6500,48,240,137,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
283,0.65,2.84554,1,0,4,1420,2.725,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.35,1,0,0,0,0,750,6500,47.6,238,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
284,0.65,2.866979,1,0,4,1384,2.725,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,1,0,0,0,0,750,6500,42.6,213,90,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
285,0.65,2.864985,1,0,4,1384,2.725,0,"[3.62, 2.19, 1.52, 1.06, 0.84, 0.69]",6,0.35,1,0,0,0,0,750,6500,42.6,213,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
286,0.65,2.864985,1,0,4,1419,2.725,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.35,1,0,0,0,0,750,6500,47.6,238,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
287,0.65,2.705352,1,0,4,1434,2.725,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,48,240,137,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
288,0.65,2.705352,1,0,4,1455,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,47.6,238,103,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
289,0.65,2.705352,1,1,3.8,1568,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,48,240,137,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
290,0.65,2.705352,1,0,4,1485,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,48,240,137,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
291,0.62,2.46384,1,0,4,1426,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,42.6,213,90,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
292,0.62,2.51336,1,0,4,1426,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,42.6,213,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
293,0.62,2.508065,1,1,3.8,1479,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,42.6,213,110,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
294,0.62,2.543136,1,1,3.8,1479,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,1.2,1,0,0,0,0,750,6500,42.6,213,90,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
295,0.62,2.543688,1,0,4,1443,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,44.8,224,132,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
296,0.62,2.530866,1,0,4,1567,2.7,0,"[3.7, 1.95, 1.3, 1.03, 0.84, 0.68]",6,1.2,1,0,0,0,0,750,6500,42.6,213,121,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
297,0.62,2.554398,1,1,3.8,1636,2.7,0,"[3.7, 1.95, 1.3, 1.03, 0.84, 0.68]",6,1.2,1,0,0,0,0,750,6500,42.6,213,121,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
298,0.62,2.56752,1,0,4,1619,2.7,0,"[3.49, 1.99, 1.45, 1.0, 0.71, 0.6]",6,0.6,1,0,0,0,0,750,6500,51.6,258,143,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
299,0.65,2.67699,1,1,3.8,1680,2.7,0,"[3.49, 1.99, 1.45, 1.0, 0.71, 0.6]",6,1.2,1,0,0,0,0,750,6500,51.6,258,143,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
300,0.65,2.67699,1,1,3.8,1671,2.815,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,47.6,238,104,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
301,0.65,2.706445,1,0,4,1629,2.815,0,"[3.5, 2.09, 1.43, 0.93, 0.78, 0.65]",6,0.6,1,0,0,0,0,750,6500,47.6,238,104,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
302,0.66,0,1,1,3.8,2055,2.87,3.8,"[5.26, 3.3, 2.13, 1.71, 1.3, 1.0, 0.82, 0.63]",8,,0,1,0,1,0,750,6500,52.2,261,141,0,0,0,0,270,129,10000,0.04,0,0,0,0,166,50,15000,0.04
303,0.65,2.84554,1,1,3.8,2240,3.12,0,"[5.0, 3.2, 2.14, 1.72, 1.31, 1.0, 0.82, 0.64]",8,0.35,1,0,0,0,0,750,6500,52.2,261,141,270,129,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
304,0.65,2.705352,0,0,4,1498,2.64,0,"[3.61, 2.47, 1.8, 1.41, 1.15, 0.96, 0.8, 0.65]",8,0.1,0,1,0,0,0,750,7000,117,585,445,0,0,0,0,225,80,10000,0.04,0,0,0,0,0,0,0,0
305,0.65,2.705352,0,0,4,1480,2.67,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.1,1,0,0,0,0,750,6500,144,720,542,260,132,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
306,0.65,2.91129,1,0,4,1489,2.655,0,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.1,1,0,0,0,0,750,6500,130.5,652.5,493.5,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
307,0.65,2.91129,1,1,3.8,2000,2.875,0,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.1,1,0,0,0,0,750,7000,112,560,330,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
308,0.65,2.91129,0,0,4,1790,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.6,1,0,0,0,0,750,6500,50,250,125,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
309,0.68,2.989272,1,1,3.8,1840,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.2,1,0,0,0,0,750,6500,64,320,150,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
310,0.68,2.989272,0,0,4,1790,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.2,1,0,0,0,0,750,6500,64,320,150,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
311,0.68,3.14119,1,1,3.8,1875,2.865,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,6500,80,400,190,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
312,0.68,3.14119,1,1,3.8,2110,2.875,0,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.1,1,0,0,0,0,750,7000,112,560,330,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0
